Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
7072,21434,Female,disloyal Customer,24,Business travel,Eco,433,5,0,5,1,5,5,2,5,1,5,3,5,4,5,81,71.0
22608,57075,Male,Loyal Customer,34,Personal Travel,Eco,2065,4,1,4,2,4,4,4,4,4,1,2,1,3,4,0,0.0
10608,51713,Female,Loyal Customer,33,Business travel,Eco,237,3,3,3,3,5,5,5,5,5,4,1,5,4,5,0,0.0
19807,4687,Male,Loyal Customer,17,Personal Travel,Eco,364,0,5,0,4,5,0,5,5,5,3,5,5,4,5,0,0.0
13114,69890,Female,Loyal Customer,41,Business travel,Business,1514,3,3,3,3,2,4,5,5,5,5,5,4,5,5,0,0.0
16225,33007,Male,Loyal Customer,46,Personal Travel,Eco,101,2,5,0,5,3,0,3,3,3,5,5,3,5,3,0,0.0
196,75522,Female,disloyal Customer,20,Business travel,Eco,337,4,0,4,3,4,4,4,4,3,5,4,4,5,4,0,0.0
9668,32659,Male,Loyal Customer,38,Business travel,Business,101,3,5,5,5,2,3,3,2,2,2,3,3,2,1,6,12.0
14183,51546,Male,Loyal Customer,26,Business travel,Business,370,1,1,1,1,4,4,4,4,5,2,4,4,1,4,0,0.0
21522,2126,Male,Loyal Customer,50,Business travel,Business,431,3,3,3,3,5,5,4,3,3,4,3,4,3,4,0,0.0
24310,58097,Female,Loyal Customer,18,Business travel,Business,589,2,1,1,1,2,3,2,2,3,4,4,4,3,2,78,101.0
19532,41629,Female,Loyal Customer,22,Business travel,Business,3225,3,2,2,2,3,3,3,3,4,4,3,3,3,3,0,0.0
8882,9088,Female,Loyal Customer,30,Personal Travel,Eco,160,3,3,3,4,5,3,1,5,2,5,4,1,4,5,34,22.0
16515,97950,Female,disloyal Customer,22,Business travel,Eco,616,5,0,5,2,4,5,4,4,5,2,4,4,5,4,0,5.0
13415,95088,Female,Loyal Customer,20,Personal Travel,Eco,239,4,4,4,3,3,4,3,3,1,1,3,2,4,3,0,0.0
4520,101331,Female,disloyal Customer,31,Business travel,Business,1771,3,3,3,3,3,3,3,3,4,4,5,4,4,3,15,0.0
5589,72751,Male,Loyal Customer,47,Business travel,Business,1850,3,3,3,3,4,4,5,2,2,2,2,3,2,4,0,1.0
2752,66799,Male,Loyal Customer,43,Business travel,Business,1803,1,1,1,1,3,5,4,1,1,2,1,5,1,5,5,0.0
14513,109730,Male,Loyal Customer,74,Business travel,Business,468,1,3,3,3,4,3,3,1,1,1,1,4,1,3,45,33.0
733,107035,Female,Loyal Customer,40,Business travel,Business,480,5,5,5,5,4,4,5,4,4,4,4,5,4,5,0,0.0
4375,4876,Male,Loyal Customer,52,Personal Travel,Eco,408,4,5,2,1,3,2,3,3,3,1,2,4,5,3,0,0.0
10430,92489,Male,Loyal Customer,28,Business travel,Business,2139,2,1,3,1,2,2,2,2,1,3,3,4,4,2,11,28.0
22425,69547,Female,Loyal Customer,33,Business travel,Business,2475,4,4,4,4,2,2,2,4,2,4,5,2,3,2,0,0.0
6400,48638,Male,Loyal Customer,60,Business travel,Business,3128,5,5,5,5,4,5,5,5,5,5,5,4,5,4,19,30.0
24583,61619,Male,Loyal Customer,40,Business travel,Business,1346,5,1,5,5,5,4,4,4,4,4,4,4,4,5,0,13.0
18985,96970,Female,Loyal Customer,46,Business travel,Business,883,5,2,2,2,1,3,4,5,5,4,5,3,5,2,0,0.0
14878,24872,Female,Loyal Customer,42,Business travel,Business,356,3,3,3,3,3,4,3,3,3,4,3,3,3,3,2,10.0
21848,50779,Female,Loyal Customer,21,Personal Travel,Eco,109,1,2,1,2,5,1,4,5,1,1,3,1,3,5,35,55.0
22409,116697,Female,Loyal Customer,22,Business travel,Eco Plus,337,2,1,1,1,2,2,1,2,2,5,4,2,3,2,0,0.0
23282,77858,Male,Loyal Customer,34,Personal Travel,Eco Plus,689,2,5,2,1,5,2,5,5,2,5,2,4,2,5,6,0.0
16189,111098,Female,disloyal Customer,39,Business travel,Business,240,5,5,5,3,2,5,2,2,3,4,5,3,4,2,16,9.0
4788,107435,Female,Loyal Customer,69,Personal Travel,Eco,717,2,4,2,5,3,4,5,4,4,2,4,4,4,3,0,0.0
18326,67052,Female,Loyal Customer,30,Business travel,Business,3468,3,5,5,5,3,2,3,3,1,1,3,3,4,3,4,9.0
11940,124437,Female,disloyal Customer,23,Business travel,Eco,1262,3,3,3,3,2,3,2,2,5,2,4,4,5,2,0,0.0
3931,6797,Male,Loyal Customer,36,Business travel,Business,223,1,3,1,1,2,4,5,5,5,5,5,5,5,5,0,0.0
25401,9487,Female,disloyal Customer,25,Business travel,Business,239,5,0,5,5,5,5,5,5,4,5,5,4,5,5,18,15.0
2907,109474,Female,Loyal Customer,27,Business travel,Eco,861,3,3,3,3,3,3,3,2,1,3,4,3,1,3,190,204.0
19074,73042,Male,Loyal Customer,24,Personal Travel,Eco,944,3,2,3,2,3,3,5,3,4,1,2,1,2,3,7,0.0
20679,119568,Male,Loyal Customer,15,Business travel,Business,857,1,1,1,1,5,5,5,5,5,4,5,5,4,5,0,9.0
21187,23302,Male,Loyal Customer,52,Business travel,Business,2053,4,4,4,4,2,1,5,4,4,4,4,4,4,2,28,20.0
6440,3019,Female,Loyal Customer,56,Business travel,Business,3639,3,4,4,4,4,3,4,3,3,3,3,4,3,2,0,0.0
5584,32849,Male,Loyal Customer,59,Personal Travel,Eco,216,3,1,3,2,1,3,1,1,2,2,1,4,2,1,0,0.0
15437,5239,Female,Loyal Customer,39,Business travel,Business,295,3,3,3,3,5,4,4,5,5,5,5,3,5,4,0,10.0
14840,79343,Male,disloyal Customer,27,Business travel,Eco,1020,2,2,2,2,3,2,3,3,4,3,4,4,5,3,0,0.0
24189,46298,Female,Loyal Customer,47,Business travel,Eco,237,5,3,3,3,4,4,2,5,5,5,5,5,5,2,3,1.0
23238,129847,Female,Loyal Customer,16,Personal Travel,Eco,337,0,4,0,5,3,0,3,3,5,2,4,4,5,3,0,0.0
11628,104104,Male,Loyal Customer,42,Business travel,Business,1731,1,1,1,1,3,4,1,4,4,4,4,5,4,3,0,1.0
3792,79502,Female,Loyal Customer,48,Business travel,Business,712,2,2,2,2,4,4,5,4,4,4,4,5,4,5,1,10.0
12622,95656,Male,Loyal Customer,44,Business travel,Business,1514,3,4,4,4,3,3,4,3,3,3,3,3,3,4,24,6.0
4186,60189,Male,Loyal Customer,40,Business travel,Business,1577,1,1,5,1,3,5,5,5,5,5,5,3,5,4,0,0.0
15004,8066,Female,disloyal Customer,25,Business travel,Business,125,3,4,3,3,2,3,2,2,3,3,5,4,5,2,0,0.0
10034,120713,Male,Loyal Customer,41,Business travel,Eco Plus,280,2,1,4,1,3,2,3,3,4,5,4,4,4,3,17,6.0
2140,126687,Female,Loyal Customer,56,Business travel,Business,2402,4,4,4,4,4,3,4,5,5,5,5,3,5,3,26,0.0
8943,112114,Female,Loyal Customer,55,Personal Travel,Eco,1024,3,4,3,2,2,4,4,2,2,3,2,4,2,5,13,4.0
17756,116069,Female,Loyal Customer,14,Personal Travel,Eco,308,4,5,4,3,4,4,5,4,4,5,4,3,4,4,55,52.0
6228,122308,Male,Loyal Customer,70,Personal Travel,Eco,541,3,5,3,3,2,3,1,2,2,2,5,2,5,2,0,0.0
9547,19487,Female,Loyal Customer,28,Personal Travel,Eco,84,4,4,0,1,2,0,2,2,3,2,4,5,4,2,22,10.0
20892,88565,Female,Loyal Customer,44,Personal Travel,Eco,545,1,2,1,3,5,4,4,4,4,1,5,4,4,4,0,0.0
10418,30849,Male,Loyal Customer,25,Business travel,Business,973,1,1,1,1,3,4,3,3,5,4,2,3,2,3,12,0.0
7356,83506,Female,Loyal Customer,58,Personal Travel,Eco,946,1,2,1,3,1,3,3,1,1,1,1,1,1,2,0,14.0
10249,36985,Female,disloyal Customer,20,Business travel,Eco,899,2,2,2,3,5,2,2,5,2,2,4,2,3,5,107,99.0
15363,108642,Female,Loyal Customer,37,Personal Travel,Eco,528,3,5,5,2,5,5,5,5,4,1,1,4,3,5,8,0.0
19654,20075,Female,Loyal Customer,18,Personal Travel,Eco,738,1,4,1,3,3,1,3,3,5,2,5,3,4,3,0,0.0
6072,557,Female,Loyal Customer,31,Business travel,Business,3594,3,3,3,3,4,4,5,4,5,3,5,3,4,4,15,23.0
23121,62042,Female,disloyal Customer,33,Business travel,Business,2475,1,1,1,4,5,1,5,5,3,5,5,5,5,5,1,0.0
12022,119243,Female,disloyal Customer,39,Business travel,Business,290,3,3,3,3,2,3,2,2,5,3,5,4,4,2,0,0.0
2937,30722,Male,Loyal Customer,30,Personal Travel,Eco,1123,1,5,1,1,3,1,3,3,3,2,3,5,5,3,0,0.0
21755,96172,Male,Loyal Customer,44,Business travel,Business,460,1,1,1,1,4,5,4,5,5,5,5,5,5,4,2,0.0
3402,66816,Female,disloyal Customer,35,Business travel,Business,731,3,3,3,4,4,3,4,4,5,3,5,5,5,4,0,39.0
9761,103037,Female,Loyal Customer,34,Business travel,Business,3402,1,1,3,1,4,2,3,1,1,1,1,3,1,4,66,67.0
7290,85827,Male,Loyal Customer,19,Personal Travel,Eco,666,4,4,4,4,3,4,2,3,1,4,5,4,1,3,16,32.0
11623,125120,Female,Loyal Customer,66,Personal Travel,Eco,361,3,4,3,1,5,4,4,2,2,3,5,5,2,3,1,32.0
6095,5829,Female,Loyal Customer,50,Personal Travel,Eco,177,3,1,3,4,3,4,4,1,1,3,1,1,1,4,18,33.0
8779,1814,Female,Loyal Customer,71,Business travel,Eco,500,3,4,4,4,4,4,4,3,3,3,3,2,3,3,0,0.0
9165,90114,Male,Loyal Customer,24,Business travel,Business,3990,1,1,4,1,3,4,3,3,3,2,5,5,5,3,0,0.0
3949,34777,Female,Loyal Customer,43,Personal Travel,Eco,209,3,3,3,3,3,3,4,5,5,3,5,3,5,2,40,42.0
23298,26643,Male,Loyal Customer,34,Business travel,Business,406,1,1,1,1,2,2,2,4,4,4,4,2,4,5,0,0.0
14865,16089,Female,Loyal Customer,49,Business travel,Business,3964,3,5,3,3,1,4,4,3,3,2,3,1,3,4,89,82.0
6662,83454,Female,Loyal Customer,46,Business travel,Business,2389,4,4,2,4,5,5,4,3,3,3,3,4,3,5,93,94.0
12052,53663,Male,Loyal Customer,51,Personal Travel,Business,1208,3,3,3,3,3,3,1,3,3,3,2,3,3,3,0,0.0
19484,89701,Male,disloyal Customer,17,Business travel,Business,1080,5,0,5,4,4,5,4,4,1,3,5,3,2,4,0,0.0
5472,66367,Male,Loyal Customer,41,Personal Travel,Eco,986,4,5,4,4,4,4,4,4,5,2,4,3,5,4,9,1.0
10650,106975,Female,Loyal Customer,76,Business travel,Business,1934,3,4,3,3,3,1,2,3,3,3,3,5,3,5,10,7.0
3382,3401,Female,Loyal Customer,21,Business travel,Business,3365,2,2,2,2,4,4,4,4,4,5,2,3,1,4,0,0.0
8005,80975,Male,Loyal Customer,40,Business travel,Business,3472,1,1,1,1,5,5,5,4,4,4,4,3,4,5,0,0.0
20247,61993,Female,Loyal Customer,49,Business travel,Business,2475,1,1,2,1,5,5,5,4,4,4,4,3,4,4,0,7.0
23732,12242,Female,Loyal Customer,43,Business travel,Business,1832,2,2,2,2,4,4,2,4,4,4,5,5,4,3,0,0.0
11902,16501,Female,Loyal Customer,57,Business travel,Eco,143,3,1,1,1,5,3,3,3,3,3,3,2,3,1,0,0.0
13191,63406,Female,Loyal Customer,50,Personal Travel,Eco,337,3,1,3,3,3,2,4,2,1,4,3,4,2,4,170,174.0
20044,13439,Female,Loyal Customer,34,Business travel,Business,409,2,4,4,4,4,4,4,2,2,2,2,2,2,4,0,0.0
16973,35244,Male,Loyal Customer,47,Business travel,Business,1076,1,1,1,1,4,1,3,2,2,2,2,5,2,3,0,0.0
10138,34468,Female,Loyal Customer,49,Business travel,Business,1982,5,5,5,5,1,3,1,5,5,5,5,3,5,4,17,5.0
12825,10684,Male,Loyal Customer,47,Business travel,Eco,216,2,2,2,2,2,2,2,2,4,4,2,4,3,2,21,29.0
8178,30402,Female,Loyal Customer,60,Personal Travel,Eco,775,1,5,1,3,2,5,5,2,2,1,2,3,2,3,6,9.0
2870,31974,Female,Loyal Customer,57,Business travel,Business,2358,3,4,4,4,4,3,2,2,2,2,3,1,2,4,2,4.0
9059,56948,Female,Loyal Customer,27,Business travel,Business,2454,4,2,2,2,4,4,4,3,2,3,2,4,3,4,0,0.0
6164,97022,Male,Loyal Customer,48,Business travel,Business,1645,2,2,2,2,4,5,5,5,5,5,5,3,5,3,0,0.0
25531,7178,Female,Loyal Customer,31,Business travel,Business,3650,2,4,4,4,2,2,2,2,4,4,3,3,4,2,69,103.0
8364,76879,Male,Loyal Customer,48,Business travel,Business,630,1,1,5,1,2,4,4,5,5,5,5,5,5,3,1,0.0
7721,90108,Male,Loyal Customer,45,Business travel,Business,1127,5,5,5,5,4,4,4,5,5,5,5,5,5,5,0,0.0
5871,44577,Female,Loyal Customer,70,Business travel,Business,2625,0,4,0,2,5,4,5,4,4,5,5,2,4,4,0,6.0
17767,26354,Male,Loyal Customer,53,Business travel,Business,3435,1,1,1,1,2,4,5,4,4,5,4,5,4,3,13,2.0
24908,18734,Female,Loyal Customer,34,Business travel,Business,1980,5,5,5,5,4,3,5,5,5,5,5,1,5,2,0,0.0
9725,43616,Male,Loyal Customer,60,Business travel,Eco,190,4,2,2,2,4,4,4,4,5,2,3,3,1,4,0,0.0
2622,94972,Male,Loyal Customer,46,Business travel,Business,2138,0,0,0,3,2,5,1,4,4,4,1,1,4,2,0,0.0
9410,113157,Male,Loyal Customer,67,Business travel,Business,677,4,1,4,4,3,5,4,5,5,5,5,5,5,4,7,0.0
25053,71474,Male,disloyal Customer,37,Business travel,Eco,437,3,2,3,4,5,3,5,5,4,4,3,3,3,5,0,0.0
2595,30127,Female,Loyal Customer,48,Personal Travel,Eco,183,4,2,4,4,4,4,3,4,4,4,3,1,4,3,0,0.0
3799,101021,Female,Loyal Customer,51,Personal Travel,Eco,867,3,4,2,3,3,4,5,2,2,2,2,5,2,4,1,7.0
1427,21222,Female,Loyal Customer,49,Personal Travel,Eco,192,2,5,2,3,4,4,4,2,2,2,3,5,2,3,0,0.0
10226,47240,Female,Loyal Customer,62,Personal Travel,Eco Plus,748,1,4,1,1,3,5,5,3,3,1,3,2,3,3,0,0.0
13786,3973,Female,Loyal Customer,53,Personal Travel,Eco Plus,764,4,4,4,3,2,4,5,3,3,4,3,5,3,5,11,26.0
4547,110977,Male,disloyal Customer,55,Business travel,Business,197,3,2,2,1,1,3,1,1,4,5,5,3,4,1,0,0.0
866,88925,Female,Loyal Customer,43,Business travel,Business,2935,2,2,2,2,5,5,5,4,4,4,4,5,4,3,18,2.0
382,17928,Male,Loyal Customer,31,Business travel,Eco Plus,789,2,4,4,4,2,1,2,2,1,4,4,3,4,2,0,0.0
3014,54834,Male,Loyal Customer,37,Business travel,Business,2844,5,5,5,5,4,5,5,4,4,4,4,4,4,5,0,0.0
15287,85717,Male,Loyal Customer,48,Business travel,Business,1895,5,5,5,5,3,4,4,5,5,5,5,5,5,3,0,0.0
17601,15342,Male,Loyal Customer,42,Business travel,Business,2944,2,2,2,2,5,5,4,5,5,5,4,5,5,5,0,0.0
11959,14084,Male,disloyal Customer,42,Business travel,Eco,425,2,1,2,3,1,2,1,1,1,2,3,3,4,1,0,0.0
23841,62171,Male,Loyal Customer,33,Business travel,Business,2454,5,5,5,5,4,4,4,4,4,3,5,5,5,4,12,0.0
16350,2294,Female,Loyal Customer,29,Business travel,Business,3669,5,5,5,5,5,5,5,5,5,3,5,3,5,5,4,5.0
20092,63837,Female,Loyal Customer,28,Business travel,Business,2647,5,5,5,5,4,4,4,4,4,5,4,4,4,4,0,2.0
2561,20134,Male,Loyal Customer,25,Personal Travel,Eco,416,3,3,3,4,3,3,3,3,1,1,3,1,3,3,34,16.0
8726,63264,Male,Loyal Customer,32,Business travel,Business,337,2,2,2,2,5,5,5,5,5,2,4,4,5,5,0,0.0
20031,127263,Male,Loyal Customer,58,Business travel,Business,1633,3,3,3,3,5,3,3,3,3,3,3,3,3,1,0,5.0
7277,26235,Male,Loyal Customer,55,Personal Travel,Eco,404,3,4,3,3,2,3,2,2,3,2,4,5,4,2,0,13.0
12160,59098,Male,Loyal Customer,66,Personal Travel,Eco,1846,3,2,4,3,4,4,4,4,1,1,3,1,3,4,7,7.0
14713,90327,Male,Loyal Customer,52,Business travel,Business,1820,2,2,2,2,5,5,4,4,4,4,4,5,4,5,0,0.0
16510,28482,Female,Loyal Customer,44,Business travel,Eco,1739,5,3,3,3,4,4,2,5,5,5,5,5,5,5,14,0.0
21016,54209,Female,Loyal Customer,13,Business travel,Eco Plus,1504,4,2,2,2,4,4,5,4,3,1,5,3,2,4,8,1.0
9561,102055,Female,Loyal Customer,51,Personal Travel,Business,397,5,2,5,4,4,3,3,2,2,5,2,2,2,2,87,83.0
23763,106082,Female,Loyal Customer,39,Business travel,Business,1657,5,5,5,5,3,4,5,4,4,4,4,3,4,5,19,13.0
15135,120911,Female,disloyal Customer,42,Business travel,Business,861,3,3,3,1,5,3,5,5,4,2,4,4,4,5,32,23.0
3710,46136,Male,disloyal Customer,23,Business travel,Eco,604,2,2,2,4,4,2,4,4,4,5,4,3,3,4,0,12.0
345,35387,Female,Loyal Customer,53,Business travel,Business,635,2,2,2,2,5,5,5,1,1,2,3,5,3,5,150,156.0
21177,35445,Male,Loyal Customer,33,Personal Travel,Eco,1010,2,5,2,5,2,2,2,2,1,1,2,3,2,2,0,0.0
24851,33771,Male,disloyal Customer,44,Business travel,Eco,490,4,4,4,3,5,4,5,5,2,5,4,4,1,5,0,0.0
16469,124959,Male,Loyal Customer,36,Business travel,Business,184,2,1,1,1,5,4,3,4,4,4,2,2,4,4,0,0.0
24569,50647,Female,Loyal Customer,45,Personal Travel,Eco,110,2,4,2,4,1,3,3,3,3,2,5,1,3,3,0,20.0
341,65517,Male,Loyal Customer,41,Business travel,Business,1616,4,4,4,4,5,5,5,4,4,5,4,3,4,5,2,6.0
15068,74147,Female,Loyal Customer,44,Business travel,Business,769,3,3,3,3,5,3,3,3,3,3,3,1,3,4,0,0.0
9995,53434,Female,Loyal Customer,20,Business travel,Business,2288,4,4,4,4,5,4,5,5,3,5,5,2,2,5,0,0.0
17952,70960,Female,disloyal Customer,42,Business travel,Business,802,2,2,2,1,5,2,5,5,4,4,4,3,5,5,0,12.0
12617,94878,Male,Loyal Customer,39,Business travel,Eco,248,3,4,5,4,3,3,3,3,3,4,4,1,4,3,2,8.0
14144,12243,Male,Loyal Customer,55,Business travel,Eco,190,5,5,5,5,5,5,5,5,4,3,2,2,5,5,0,0.0
16976,101307,Male,Loyal Customer,56,Business travel,Eco Plus,763,2,1,1,1,3,2,3,3,2,2,3,1,2,3,20,17.0
24540,37344,Male,disloyal Customer,35,Business travel,Business,1144,3,3,3,3,1,3,1,1,2,5,4,3,2,1,0,12.0
3035,13795,Female,disloyal Customer,62,Business travel,Eco,450,2,3,2,2,3,2,3,3,4,3,1,3,5,3,0,0.0
12346,108720,Female,disloyal Customer,24,Business travel,Eco,591,5,4,5,5,5,4,5,5,3,2,5,4,4,5,0,0.0
10483,41921,Female,disloyal Customer,36,Business travel,Eco,129,3,3,3,3,3,3,3,3,2,2,2,3,4,3,0,3.0
10952,126553,Male,Loyal Customer,52,Personal Travel,Eco,644,2,5,3,3,4,3,4,4,2,4,2,1,3,4,0,0.0
23215,96998,Male,Loyal Customer,11,Personal Travel,Eco,794,2,4,2,4,2,2,2,2,5,2,5,5,5,2,0,0.0
17189,95008,Male,Loyal Customer,37,Personal Travel,Eco,528,2,2,2,3,3,2,3,3,1,1,4,1,3,3,27,20.0
15364,96799,Female,disloyal Customer,26,Business travel,Business,488,2,0,2,3,3,2,3,3,5,3,4,5,5,3,0,0.0
9586,39722,Female,Loyal Customer,34,Business travel,Business,320,5,5,5,5,5,1,4,5,5,5,5,4,5,2,0,2.0
20703,95558,Male,Loyal Customer,21,Personal Travel,Eco Plus,277,1,2,1,3,1,1,1,1,1,2,2,1,3,1,0,0.0
19375,62461,Female,Loyal Customer,28,Personal Travel,Business,1846,3,3,3,4,1,3,1,1,1,2,3,3,4,1,2,0.0
9742,70872,Male,Loyal Customer,16,Personal Travel,Eco,761,1,4,1,3,2,1,2,2,4,2,4,4,4,2,3,0.0
13463,126681,Male,disloyal Customer,39,Business travel,Business,2521,3,3,3,4,2,3,2,2,3,3,4,4,4,2,3,0.0
21146,94463,Female,Loyal Customer,41,Business travel,Business,2021,0,5,0,1,5,4,4,4,4,3,3,5,4,3,0,0.0
24334,128916,Male,disloyal Customer,27,Business travel,Business,414,2,2,2,1,1,2,1,1,3,5,5,4,5,1,0,0.0
3181,49086,Male,Loyal Customer,46,Business travel,Business,266,3,2,3,3,3,1,3,5,5,5,5,4,5,5,0,10.0
2435,553,Female,Loyal Customer,57,Business travel,Business,134,5,5,5,5,5,5,5,4,4,4,4,3,4,4,0,0.0
2221,43640,Male,Loyal Customer,23,Business travel,Business,3130,5,5,5,5,1,2,1,1,4,5,3,2,4,1,35,53.0
15907,85128,Female,disloyal Customer,44,Business travel,Business,731,5,5,5,5,1,5,1,1,3,5,5,3,5,1,0,5.0
5449,13302,Female,Loyal Customer,49,Personal Travel,Eco Plus,657,1,5,1,3,2,4,4,2,2,1,2,3,2,2,0,0.0
7085,23357,Female,Loyal Customer,53,Personal Travel,Eco Plus,563,4,1,4,3,1,4,4,4,4,4,4,2,4,3,0,0.0
